idNodo,nombre,tipo,idPadre,activo,nombrePadre,tipoPadre,cantidadEmpleados
388,"NI CAC PUEBLO NUEVO",Equipo,56,true,"NI GERENCIA CENTRO DE ATENCION AL CLIENTE",Gerencia,0
394,"NI CAC PUERTO SANDINO",Equipo,56,true,"NI GERENCIA CENTRO DE ATENCION AL CLIENTE",Gerencia,1
363,"NI CAC RIO BLANCO",Equipo,56,true,"NI GERENCIA CENTRO DE ATENCION AL CLIENTE",Gerencia,0
360,"NI CAC TEUSTEPE",Equipo,56,true,"NI GERENCIA CENTRO DE ATENCION AL CLIENTE",Gerencia,0
381,"NI CAC YALI",Equipo,56,true,"NI GERENCIA CENTRO DE ATENCION AL CLIENTE",Gerencia,0
400,"NI CAC ZONA CENTRO - ESPECIALES",Equipo,56,true,"NI GERENCIA CENTRO DE ATENCION AL CLIENTE",Gerencia,1
391,"NI CAC ZONA CENTRO - NORTE",Equipo,56,true,"NI GERENCIA CENTRO DE ATENCION AL CLIENTE",Gerencia,0
324,"NI CAC ZONA NOROCCIDENTE",Equipo,56,true,"NI GERENCIA CENTRO DE ATENCION AL CLIENTE",Gerencia,0
137,"NI COORD. COMERCIAL MOVIL Z-OCCIDENTE-1",Equipo,136,true,"NI SUBG.COMERCIAL MOVIL Z-OCCIDENTE",Subgerencia,2
138,"NI COORD. COMERCIAL MOVIL Z-OCCIDENTE-2",Equipo,136,true,"NI SUBG.COMERCIAL MOVIL Z-OCCIDENTE",Subgerencia,5
140,"NI COORD. COMERCIAL SF ZONA - OCCIDENTE",Equipo,139,true,"NI SUBG. COMERCIAL SF ZONA OCCIDENTE",Subgerencia,2
135,"NI COORD. COMERCIAL SF ZONA RAAS",Equipo,133,true,"NI SUBG. COMERCIAL SF ZONA RAAS",Subgerencia,2
144,"NI COORD. COMERCIAL SF-CENTRO Y RAAN-1",Equipo,143,true,"NI SUBG. COMERCIAL ZONA SF-CENTRO Y RAAN",Subgerencia,2
134,"NI COORD. COMERCIAL SF-CENTRO Y RAAN-2",Equipo,133,true,"NI SUBG. COMERCIAL SF ZONA RAAS",Subgerencia,4
357,"NI COORD. COMERCIAL SF-NORTE-1",Equipo,129,true,"NI GERENCIA COMERCIAL MOVIL Y SERVICIOS FIJOS",Gerencia,0
367,"NI COORD. COMERCIAL SF-NORTE-2",Equipo,129,true,"NI GERENCIA COMERCIAL MOVIL Y SERVICIOS FIJOS",Gerencia,0
131,"NI COORD. COMERCIAL ZONAL - CR1",Equipo,130,true,"NI SUBG.COMERCIAL MOVIL ZONA CENTRO-RAAS",Subgerencia,2
132,"NI COORD. COMERCIAL ZONAL - CR3",Equipo,130,true,"NI SUBG.COMERCIAL MOVIL ZONA CENTRO-RAAS",Subgerencia,4
142,"NI COORD. COMERCIAL ZONAL - SO2",Equipo,141,true,"NI SUBG.COMERCIAL MOVIL ZONA SUR ORIENTE",Subgerencia,3
393,"NI COORD. COMERCIAL ZONAL NORTE-1",Equipo,129,true,"NI GERENCIA COMERCIAL MOVIL Y SERVICIOS FIJOS",Gerencia,1
346,"NI COORD. COMERCIAL ZONAL NORTE-2",Equipo,129,true,"NI GERENCIA COMERCIAL MOVIL Y SERVICIOS FIJOS",Gerencia,2
353,"NI COORD. COMERCIAL ZONAL NORTE-3",Equipo,129,true,"NI GERENCIA COMERCIAL MOVIL Y SERVICIOS FIJOS",Gerencia,1
170,"NI COORD. DE HIGIENE Y SEGURIDAD",Equipo,169,true,"NI SUBGCIA DE RELACIONES LABORALES Y SEGURIDAD INDUSTRIAL",Subgerencia,3
62,"NI COORD. DE NOC CENTRO DE MANDO OPERACIONES",Equipo,58,true,"NI SUBGERENCIA CCR",Subgerencia,14
168,"NI COORD. DE RECLUTAMIENTO Y SELECCION",Equipo,167,true,"NI SUBGERENCIA DE COMPENSACIONES",Subgerencia,4
165,"NI COORD. DE RECURSOS HUMANOS",Equipo,164,true,"NI SUBGERENCIA DE RECURSOS HUMANOS",Subgerencia,3
166,"NI COORD. DE SOPORTE A LA OPERACION",Equipo,164,true,"NI SUBGERENCIA DE RECURSOS HUMANOS",Subgerencia,1
307,"NI COORD. MULTIMARCAS ZONAS ESPECIALES",Equipo,306,true,"NI SUBGERENCIA CADENAS Y MULTIMARCAS",Subgerencia,3
67,"NI INTERNET/DATOS BOACO",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,2
65,"NI INTERNET/DATOS CHINANDEGA",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
68,"NI INTERNET/DATOS JUIGALPA",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
66,"NI INTERNET/DATOS LEON",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
80,"NI INTERNET/DATOS RAAN",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
79,"NI INTERNET/DATOS RAAS",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
120,"NI PLANTA EXTERNA ATLANTICO SUR",Equipo,113,true,"NI SUBGERENCIA PX COBRE FIBRA",Subgerencia,3
121,"NI PLANTA EXTERNA CARAZO",Equipo,113,true,"NI SUBGERENCIA PX COBRE FIBRA",Subgerencia,3
119,"NI PLANTA EXTERNA CHINANDEGA",Equipo,113,true,"NI SUBGERENCIA PX COBRE FIBRA",Subgerencia,2
117,"NI PLANTA EXTERNA ESTELI-2",Equipo,113,true,"NI SUBGERENCIA PX COBRE FIBRA",Subgerencia,7
123,"NI PLANTA EXTERNA JINOTEGA",Equipo,113,true,"NI SUBGERENCIA PX COBRE FIBRA",Subgerencia,1
118,"NI PLANTA EXTERNA JUIGALPA",Equipo,113,true,"NI SUBGERENCIA PX COBRE FIBRA",Subgerencia,5
114,"NI PLANTA EXTERNA LEON",Equipo,113,true,"NI SUBGERENCIA PX COBRE FIBRA",Subgerencia,8
115,"NI PLANTA EXTERNA MATAGALPA",Equipo,113,true,"NI SUBGERENCIA PX COBRE FIBRA",Subgerencia,2
122,"NI PLANTA EXTERNA NUEVA SEGOVIA-2",Equipo,113,true,"NI SUBGERENCIA PX COBRE FIBRA",Subgerencia,1
70,"NI PLANTA INTERNA ATLANTICO SUR",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,3
78,"NI PLANTA INTERNA CHINANDEGA",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,2
72,"NI PLANTA INTERNA ESTELI-2",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,5
69,"NI PLANTA INTERNA JINOTEGA",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
76,"NI PLANTA INTERNA JUIGALPA",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,4
64,"NI PLANTA INTERNA LEON",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,4
73,"NI PLANTA INTERNA MATAGALPA",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,4
386,"NI R-ACCESO",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,2
60,"NI R-BACK OFFICE ADICION INFORMERCIALES",Equipo,58,true,"NI SUBGERENCIA CCR",Subgerencia,2
61,"NI R-BACK OFFICE VIDEO",Equipo,58,true,"NI SUBGERENCIA CCR",Subgerencia,4
332,"NI R-CNOC.",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,0
329,"NI R-CONFIGURACIONES",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,0
359,"NI R-CONMUTACION",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,3
369,"NI R-CORE",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,0
365,"NI R-CORE - ACCESOS",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,0
334,"NI R-CORE ROAMING",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,1
348,"NI R-FALLAS SAC",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,2
399,"NI R-NOC AREA CORE - ACCESOS",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,1
362,"NI R-NOC DATOS",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,1
355,"NI R-NOC TRANSMISION",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,0
376,"NI R-SVA",Equipo,51,true,"NI GERENCIA OPERACIONES PLANTA INTERNA",Subgerencia,5
59,"NI R-VOC MONITOREO",Equipo,58,true,"NI SUBGERENCIA CCR",Subgerencia,4
91,"NI RBS ACOYAPA",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
87,"NI RBS BOACO",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
90,"NI RBS BONANZA",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
85,"NI RBS CHINANDEGA",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
94,"NI RBS ESTELI",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
93,"NI RBS JINOTEGA",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
89,"NI RBS JUIGALPA",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
92,"NI RBS LEON",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
86,"NI RBS MATAGALPA",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
88,"NI RBS RAAS",Equipo,84,true,"NI SUBGERENCIA PLANTA INTERNA SITIOS MOVIL",Subgerencia,1
71,"NI SUPERV.  CONMUTACION",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,9
352,"NI SUPERV. MANTO. BIENES Y OBRAS CIVIL_ZONA CENTRO Y ESPEC.",Equipo,42,true,"NI GERENCIA DE IMPLANTACION",Subgerencia,0
382,"NI SUPERV. MANTO. BIENES Y OBRAS CIVIL_ZONA NOROCCIDENTE",Equipo,42,true,"NI GERENCIA DE IMPLANTACION",Subgerencia,0
383,"NI SUPERV. MANTO. BIENES Y OBRAS CIVIL_ZONA NORTE",Equipo,42,true,"NI GERENCIA DE IMPLANTACION",Subgerencia,0
74,"NI SUPERV. ZONA CENTRAL / RSJ PI",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
77,"NI SUPERV. ZONA NORTE PI",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
82,"NI SUPERV. ZONA NORTE PI-2",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
75,"NI SUPERV. ZONA OCCIDENTE PI",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
81,"NI SUPERV. ZONA RAAS RAAN PI",Equipo,63,true,"NI SUBGERENCIA PLANTA INTERNA RED FIJA",Subgerencia,1
112,"NI SUPERVISION NORTE",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,1
107,"NI SUPERVISION OCCIDENTE",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,1
108,"NI TECNICA HFC  MATAGALPA",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,5
104,"NI TECNICA HFC CARAZO",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,6
106,"NI TECNICA HFC CHINANDEGA",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,7
111,"NI TECNICA HFC ESTELI",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,5
103,"NI TECNICA HFC JINOTEGA",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,3
105,"NI TECNICA HFC JUIGALPA",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,4
110,"NI TECNICA HFC LEON",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,2
109,"NI TECNICA HFC NUEVA SEGOVIA",Equipo,102,true,"NI SUBGERENCIA PX HFC",Subgerencia,2
